name,email,district,county,longitude,latitude,location,address,wasteType,facilityType
ADDISON INDUSTRIES LIMITED,davidmalago@insightmanagement.co.ke,INDUSTRIAL AREA,Nairobi,36.8219° E,1.2921° S,"L.R. NO. 209/8533/34, RANGWE ROAD, IND. AREA, NAIROBI","46489-00100,NAIROBI,KENYA",Plastic Waste,Recycling
SAI INDUSTRIES LIMITED,leynishaservices@gmail.com,ATHI RIVER,Machakos,E0360 55'32.4'',S010 22'24.4'',SYOKIMAU BEHIND MASTERMIND TOBACCO,207-00600 NAIROBI,Polythene,Recycling
BASHANI SCRAPE,johnkupss@gmail.com,MVITA,Mombasa,39°42.6,4°38.5,"PLOT NO. XV/286 KING'ORANI, LUMUMBA ROAD, MVITA SUBCOUNTY, MOMBASA COUNTY",P.O.BOX 3310-80100 MOMBASA,Scrap Metal,Transfer station
ABINYA SOLUTIONS LIMITED C/O BRIAN MIDIWO,ecosafeholdings@gmail.com,Ganze,Kilifi,"39°40'31.8""E","3°24'24.8""S","Mitdsenzini village, Forodhoyo Location, Ganze Sub-county in Kilifi County","P.O BOX 86145 – 80100
MOMBASA, KENYA",Biomedical/Industrial Waste,Incinerator
JALI ECOSYSTEMS LIMITED,m.mathenge@jaliecosystems.co.ke,GATANGA,Nairobi,"37°07'56.3""E","1°02'49.8""S","L.R. No. 10531 in Kakuzi, Mitubiri Ward, Gatanga, Muranga County",P.O BOX 46624-00100 NAIROBI,Asbestos,Land fill
NGUGI SCRAPS,johnkupss@gmail.com,KISAUNI,Mombasa,39°42.6,4°38.5,"Plot No. 257 in Kisauni Mwandoni, Mombasa County",P.O. BOX 12215-80117 MTOPANGA,Scrap Metal,Transfer station
JAX ENVIRONMENTAL SERVICES LIMITED,info@stalinenvironment.com,ATHI RIVER MAVOKO,Machakos,"37°00'10.9""E","1°26'56.3""S","GRAYLANDS INDUSTRIAL PARK, ATHI RIVER","P. O. BOX 3787 - 00506
NAIROBI",Polythene,Recycling
FARMER'S CHOICE LTD.,sausage@farmerschoice.co.ke,KAHAWA WEST,Nairobi,36.82,-1.28,KAHAWA WEST OFF NORTHERN BY-PASS,"P. O. BOX 47791 - 00100,
NAIROBI",Organic Waste,Incinerator
SANERGY LIMITED - KILIFI,benjamin.sulle@saner.gy,KILIFI DISTRICT,Kilifi,39.8630672,-3.6616144,KILIFI PLANTATIONS V/2054,P. O. BOX 24523-00100 NAIROBI,Organic Waste,Compost
LEMI SCRAP METALS DEALERS,berlconsult2013@gmail.com,MAKADARA,Nairobi,36.852573,-1.325362,"PLOT L.R. NO: 209/10829, KIJENGE ROAD, INDUSTRIAL AREA",P.O. BOX 67703-00200 NAIROBI,Scrap Metal,Transfer Station/Storage Yard
DAGAT INVESTMENT,OLUKOHE2000@YAHOO.COM,KIAMBU COUNTY,Kiambu,36° 56' 44.0'' E,1° 11' 37.0'' S,RUIRU/KIU BLOCK 3/1673 KAHAWA SUKARI,P.O BOX 532 -00600 NAIROBI,Scrap Metal,Transfer Station/Storage Yard
PANDA FLOWERS LTD,kennedy.papa@pandaflowers.co.ke,NAIVASHA,Nakuru,36.4310,0.7172,NAIVASHA,"P.O.BOX 844-20117
NAIVASHA",Organic Waste,Compost
SAIMBOT SHIP'S CONTRACTORS LIMITED,saimbot@yahoo.com,RABAI,Mombasa,E0393780,S0412353,RABAI,"P.O.BOX 40461-80100
MOMBASA",Asbestos,Land fill
KAYABA SCRAP METAL DEALERS LTD,gridconsortium@gmail.com,"Starehe Sub-County, Nairobi County",Nairobi,36.847593,-1.322910,"South B Area, Likoni and Mombasa Road Junction Starehe Sub-County, Nairobi County","P.O. Box 67793-00200, Nairobi
KAYABA SCRAP METAL DEALERS LIMITED
South B Area, Likoni and Mombasa Road Junction
Starehe Sub-County, Nairobi County",Scrap Metal,Transfer Station/Storage Yard
GLORIOUS USED METAL,ZEBAHLTD@GMAIL.COM,LIKONI,Mombasa,39.64127,-4.09895,PLOT No. 86117 LIKONI,"P.O. BOX 95990-80100
MOMBASA",Scrap Metal,Transfer Station/Storage Yard
TAI LIFESTYLE LIMITED,info@envasses.org,TAITA TAVETA,Taita Taveta,38°51’47.86°E,3°37’25.12°S,"WANGALA VILLAGE,MIASENYI, MAUNGU",P.O BOX 16620-80108 KILIFI,Asbestos,Land fill
LUCKY LINE SCRAP METAL DEALERS LIMITED,johnkupss@gmail.com,MVITA,Mombasa,39°42.6,4°38.5,"KING'ORANI, MVITA, MOMBASA COUNTY",P.O. BOX 87437-80100 MOMBASA,Scrap Metal,Transfer station
Boredo Supplies Limited,omorehawkins@gmail.com,Nairobi,Nairobi,36.8357821,-1.2871812,"LR No. 209/1163, Factory Street, Industrial Area, Nairobi","P.O Box 17628-00500,
Nairobi",Scrap metal/Paper/Polythene,Transfer Station/Storage Yard
PASCAL'S SCRAP WORKSHOP,johnkupss@gmail.com,MOMBASA,Mombasa,39°42.6,4°38.5,"PLOT NO. 95700, MINAZI MINGI, MOMBASA COUNTY",P.O. BOX -80100 MOMBASA,Scrap Metal,Transfer station
EGERTON UNIVERSITY,belexaconsultants@gmail.com,EGERTON UNIVESITY MAIN CAMPUS,Nakuru,.,.,EGERTON,P.O BOX 536-20115 EGERTON,Biomedical Waste,Incinerator
We! Hub Victoria Limited,ronamollo@gmail.com,Homa-Bay,Homa Bay,34.451409,-0.5496734,"Katuma, Homa-Bay","P.O BOX 2087-00603, WESTLANDS NAIROBI",Electrical / Electronic Equipment,Transfer Station/Storage Yard
DOWN TO GLOW INTERNATIONAL LIMITED,fremo2007@gmail.com,STAREHE DISTRICT,Nairobi,36.07121,-0.297022,ON PLOT LR NO.209/13923 OFF LIKONI ROAD,22444-00400 NAIROBI,Plastic Waste,Recycling
MAZERAS STEEL WORKS,Festus@mazerasteelworks.com,RABAI SUB- COUNTY,Kilifi,39.5471700,-3.9599800,"MUGUMO WA PATSA, PLOT NO. 344 MAZERAS, KILIFI COUNTY","P.O BOX 97370- 80100, MOMBASA",Scrap Metal,Transfer Station/Storage Yard
KANGI LINKS TRADERS LIMITED,arbernconsult@gmail.com,KISAUNI DISTRICT,Mombasa,39°41’26.20”E,4°02’09.20” S,"PLOT NO. MN/I/5493 , MAWENI AREA",P.O.BOX 99437 - 80107 MOMBASA,Scrap Metal,Transfer station
ALI EMPEX ENTERPRISE,aliempexenterprises@gmail.com,"MAZERAS, KWALE COUNTY",Kwale,"39°32'16.18""E","3°58'2.09""S","ON PLOT L.R NO.KWALE/MAZERAS/1034 AT MAZERAS, KWALE COUNTY","P.O BOX 88689, 80100 MOMBASA",Used Oil/Sludge,Recycling
PETER GITHINJI SCRAP METAL DEALER,makhmuga98@gmail.com,Mvita,Mombasa,"39°37'13.0""E","4°00'24.1""S",MVITA,P.O BOX 89947-80100 MOMBASA,Scrap Metal,Transfer station
FRANKA SCRAP METAL LIMITED,berlconsult2013@gmail.com,NAIROBI,Nairobi,"36°53'10.4""E","1°12'55.6""S","PLOT L.R. NO: 209/9651, CITY STADIUM, NAIROBI COUNTY","P. O. BOX 9338-00300
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
GATU ENTERPRISES LIMITED,berlconsult2013@gmail.com,NAIROBI,Nairobi,"36°53'10.4""E","1°12'55.6""S",Plot LR. No: 22 Lorian Lanene-Juakali,P.O. BOX 14964-00100 NAIROBI,Scrap Metal,Transfer Station/Storage Yard
KIDOGO BASI SCRAP METAL,simiyupeter2017@gmail.com,Mvita,Mombasa,"39°40'11.178""E","4°3'32.544""S",Mvita,P.O.BOX 102-80100 MOMBASA,Scrap Metal,Transfer station
PINKEJ CO. (K) LIMITED,info@stalinenvironment.com,ATHI RIVER MAVOKO,Machakos,"36°58'10.2""E","1°25'36.5""S",LR. No 12867/5 TRAILINK GODOWNS,"P.O. BOX 2650-00200, NAIROBI",Plastic Waste,Recycling
PRIME STEEL MILLS LIMITED,hr.executive1@abyssiniagroup.com,KITENGELA,Kajiado,1°28’48.04,36°57’32.26,KITENGELA,PO BOX 1408-00606 SARIT CENTRE,Scrap Metal,Transfer Station/Storage Yard
SAIMBOT SHIP'S CONTRCATORS LIMITED,saimbot@yahoo.com,PORTREITZ,Mombasa,E0393780,S0412353,PORTREITZ,"P.O.BOX 40461-80100
MOMBASA",Harzadous/Industrial/Biomedical Waste,Incinerator
CHRISCA SCRAP METALS,johnkupss@gmail.com,CHANGAMWE,Mombasa,39°42.6,4°38.5,"PLOT NO 2947 MAGONGO MAINLAND CHANGAMWE, MOMBASA COUNTY",P.O. BOX 83734-80100 MOMBASA,Scrap Metal,Transfer station
JACOB NDUNGU MUTHEKI,JACOBMUTHEKI64@GMAIL.COM,KIMILILI,Bungoma,34.718582,0.784441,KIMILILI,P.O BOX 609 KIMILILI,Scrap Metal/Plastic Waste,Transfer station
MWITI SCRAP METAL,venlicheck.invest@gmail.com,MVITA,Mombasa,39.667522,-4.050519,PLOT NO. XVII/47,"P.O BOX 310-80100, MOMBASA",Scrap Metal,Transfer station
Double Step Stores,josephkyalo8836@gmail.com,Kisauni,Mombasa,39.7089049,-4.0138488,Kwa Bullo,"P.O. Box 82922 – 80100, Mombasa",Scrap Metal/Plastic Waste,Transfer station
TRIPLE MIMU INVESTMENT,makhmuga98@gmail.com,Mvita,Mombasa,"39.65565""E","-4.04031""S",TONONOKA,P.O BOX 3356-80100 MOMBASA,Scrap Metal,Transfer station
ANNCARO'S ENTERPRISES,eyesyesservices@gmail.com,MLOLONGO,Machakos,MLOLONGO,MLOLONGO,MLOLONGO,P.O BOX 136-00204 ATHI RIVER,Scrap Metal,Transfer Station/Storage Yard
NEATWORLD SERVICES LIMITED,info@neatworld.co.ke,Kamandura-Limuru,Kiambu,36.6409365,-1.131827,L.R NO. Limuru/Kamirithu/348,P.O Box 508-0065 NAIROBI,Non Hazardous/Non Industrial/Non Toxic & Non Medical Waste,Transfer station
TANGA INVESTMENT( K ) LIMITED,obaetom@gmail.com,PLOT NO MOMBASA/BLOCK 2/259,Mombasa,39.5789,-4.0041,MIRITINI PLOT NO BLOCK 2/ 259,"P O BOX 99005-80107
MOMBASA",Scrap Metal,Transfer Station/Storage Yard
JULIA WAGITHI MAINA,wagithikairu@gmail.com,MVITA,Mombasa,39.699399,-4.025126,BOMBOLULU,P.O BOX 77370-80112 MOMBASA,Scrap Metal & Used Batteries,Transfer Station/Storage Yard
SOURCE STEEL & HARDWARE LIMITED,makhmuga98@gmail.com,Mvita,Mombasa,"39.65565""E","-4.04031""S",MWEMBETAYARI,P.O BOX 41838-80100 MOMBASA,Scrap Metal,Transfer station
RAINMAC METAL FORWARDERS LIMITED,shanificonsys@gmail.com,EMBAKASI,Nairobi,36.884448,-1.336962,Along old Mombasa Road plot no 209/10866 Nairobi County,"P.O BOX 22434-00100
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
SYTHUO ENTERPRISES,makhmuga98@gmail.com,KISAUNI,Mombasa,"39’42’02.5""E","4’01.35.3""S",BOMBULULU,P.O. BOX 120 - 80100 MOMBASA,Scrap Metal,Transfer station
METAL MAESTRO ENTERPRISES,makhmuga98@gmail.com,Mvita,Mombasa,"39.65565""E","-4.04031""S",plot no 1/9/MI/474/1 MAKENDE,P.O. BOX 120 - 80100,Scrap Metal,Transfer station
MICHAEL MWAU,mikemk362@gmail.com,KILIFI,Kilifi,NONE,NONE,KOKOTONI,74739 - KILIFI,Waste Tyres,Transfer Station/Storage Yard
SUDAVIDA BLESSED SCRAP METAL,makhmuga98@gmail.com,"L.R. No. MN/236 in Kisauni, Mombasa County",Mombasa,"39°37'13.0""E","3°59'55.326""S",MSHOMORONI,P.O BOX 42504-80100 MOMBASA,Scrap Metal,Transfer station
PALMARKS STEEL SUPPLIERS,makhmuga98@gmail.com,Mvita,Mombasa,"39°39'32.4""E","4°03'43.2""S",GANJONI AREA,P.O BOX 90202-80100 MOMBASA,Scrap Metal,Transfer station
ISRAEL SCRAP METAL ENTERPRISES,makhmuga98@gmail.com,KISAUNI,Mombasa,"39°42'8.352""E","3°59'55.326""S","ON PLOT NO.295, BAMBURI AREA",P.O. BOX 101 - 80100 MOMBASA,Scrap Metal,Transfer station
FRANKA SCRAP METAL DEALERS LIMITED,makhmuga98@gmail.com,Changamwe,Mombasa,"39°37'13.0""E","4°00'24.1""S",CHANGAMWE,P.O. BOX 9338-80100 MOMBASA,Scrap Metal,Transfer station
ANNISHATARA ENTERPRISES,johnkupss@gmail.com,MOMBASA,Mombasa,39°23.4,4°4.38,MOMBASA,P.O. BOX 80547-80100 MOMBASA,Scrap Metal,Transfer station
PRINCESS BOSTON ENTERPRISE,johnkupss@gmail.com,MOMBASA,Mombasa,39°23.4,4°4.38,MOMBASA,P.O. BOX 2630-80100 MOMBASA,Scrap Metal,Transfer station
ALPHARD FABRICATORS LTD,info@alphardfabricators.co.ke,NJIRU,Nairobi,37.00372,-1.28415,RUAI,P.O. BOX 6088-00300 NAIROBI,Scrap Metal & Used Batteries,Transfer Station/Storage Yard
MANGO VENTURES LTD,sammy.ngure@yahoo.com,MVITA,Mombasa,39.67104,-4.04356,TONONOKA,PO BOX 97370-80112 MOMBASA,Scrap Metal & Used Batteries,Transfer Station/Storage Yard
IHENZI ONE LIMITED,josephkyalo8836@gmail.com,Mombasa,Mombasa,39.654478,-3.970710,BAMBURI,"P.O. BOX 98252 - 80100, MOMBASA",Scrap Metal/Plastic Waste,Transfer station
JAMONYA SCRAP,josephkyalo8836@gmail.com,Mombasa,Mombasa,39.6963791,-4.041110,KONGOWEA RATNA,C/o P.O. BOX 2065 GPO Msa,Scrap Metal/Plastic Waste,Transfer station
Majaoni Steel Venture,josephkyalo8836@gmail.com,Mombasa,Mombasa,39.669804,-4.050092,Tononoka,"P.O. Box 1163 – 80100, Mombasa",Scrap Metal,Transfer station
ENHAKKORE RELIABLE,marygacheru2018@gmail.com,Changamwe,Mombasa,39'37'05.4''E,4'01'57.03''S,VI/MN/2457,P.O BOX 86224-80100 MOMBASA,Scrap Metal,Transfer station
FRAFREX TRADERS INVESTMENTS,info@frafexinvestments.co.ke,Changamwe,Mombasa,"39°37'03.0""E","4°01'48.4""S",KWAHOLA MAGONGO,P.O BOX 1567-80100 MOMBASA,Scrap Metal,Transfer station
CRYSTAL INDUSTRIES LIMITED,info@happyforestltd.com,Kikuyu,Kiambu,"36°40'23.3""E","1°14'57.3""S","L.R 12833/2 MAGANA ESTATE, KIKUYU",P.O BOX 140608-00800 NAIROBI,Aluminium Scrap,Recycling
Munje Scrap Metal Enterprise,josephkyalo8836@gmail.com,Kisauni,Mombasa,39.6963791,-4.0306718,VoK Bombolulu,"C/o P.O Box 2065 – 80100, Mombasa",Scrap Metal/Plastic Waste,Transfer station
Makande Steel,josephkyalo8836@gmail.com,Mombasa,Mombasa,39.654478,-4.041110,Makande,"P.O. Box 98252 – 80100, Mombasa",Scrap Metal,Transfer station
JULIUS SCRAP METAL DEALERS,josephkyalo8836@gmail.com,Kisauni,Mombasa,39.736542,-3.970710,Shanzu,P.O. BOX 9583 – 80100 MOMBASA,Scrap Metal,Transfer station
SAMMY MASISYA T/A KAVISI SCRAP METAL,josephkyalo8836@gmail.com,Changamwe,Mombasa,39.626849,-4.029428,Chaani,"P.O. BOX 92428 – 80100, MOMBASA",Scrap Metal,Transfer station
DHL GLOBAL FORWARDING (K) LIMITED,OLUKOHE2000@YAHOO.COM,EMBAKASI,Nairobi,36.894975,-1.356463,PLOT L.R. No. 19956 WITHIN NAIROBI FREIGHT TERMINAL,P.O. BOX 88524-80100 MOMBASA,Used Cooking Oil,Transfer Station/Storage Yard
FRAMWAK METAL ENTERPRISES,simiyupeter2017@gmail.com,Nyali,Mombasa,"39°41'58.5""E","4°01'47.6""S",Bombolulu,P.O. BOX 83336 - 80100 MOMBASA,Scrap Metal,Transfer Station/Storage Yard
SHALLIAN ENTERPRISES LIMITED,berlconsult2013@gmail.com,MAKADARA,Nairobi,,,"ENTRPRISE ROAD, INDUSTRIAL AREA","P. O. BOX 9338-00300
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
MASEKA SCRAP METAL LTD,eonchwari70@gmail.com,MAVOKO,Machakos,MLOLONGO,MLOLONGO,MLOLONGO,P.O BOX139-90100 MLOLONGO,Scrap Metal,Transfer Station/Storage Yard
AWAKA VENTURES,jose.mwendo@yahoo.com,Mombasa,Mombasa,"39.65565""E","-4.04031""S",Mbaraki,80120 - 80100 MOMBASA,Scrap Metal,Transfer station
AL HADID SCRAPS & SECOND HAND GOODS,venlicheck.invest@gmail.com,JOMVU,Mombasa,39.594991,-4.008486,JOMVU,"P.O BOX 86918-80100, MOMBASA",Scrap Metal,Transfer station
RIJIH STEEL & SCRAP LIMITED,rijihsteel@gmail.com,Changamwe,Mombasa,"39.61939""E","-4.02137""S","ON PLOT NO.4998 (Orig No.2321/27)SECTION VI/MN, MAGONGO AREA, MOMBASA COUNTY",P.O. BOX 85125- 80100 MOMBASA,Scrap Metal,Transfer station
NDWIGA SCRAP METAL DEALERS & GENERAL HARDWARE,samwueldwiga@gmail.com,Mvita,Mombasa,"39.65565""E","-4.04031""S","ON PLOT NO.MSA/BLOCK XIII/401, MAKANDE AREA, MOMBASA COUNTY.",P.O. BOX 97370 - 80100 MOMBASA,Scrap Metal,Transfer station
NIRVANA VENTURES COMPANY LIMITED,simiyudouglas91@gmail.com,KISAUNI,Mombasa,"39.66368""E","-4.0428""S","ON PLOT NO.3638(Orig No.161/3)SEC II/MN, KIEMBENI, MOMBASA COUNTY",P.O. BOX 88908 - 80100 MOMBASA,Scrap Metal,Transfer station
JAY METAL ENTERPRISE,simiyudouglas91@gmail.com,Mvita,Mombasa,"39.66407""E","-4.04316""S",sparki,P.O. BOX 97370 - 80100 mombasa,Scrap Metal,Transfer station
ENI KENYA BV,ZEBAHLTD@GMAIL.COM,EMBAKASI,Nairobi,36.894975,-1.356463,PLOT L.R. No. 19956 WITHIN NAIROBI FREIGHT TERMINAL,P.O. BOX 2913-00621 NAIROBI,Used Cooking Oil,Transfer Station/Storage Yard
LEADY MURUGI MUGO (T/A TUDOR LEAD ENTERPRISES),venlicheck.invest@gmail.com,MVITA,Mombasa,39.658780,-4.049235,KING'ORANI,"P.O BOX 87704-80100, MOMBASA",Scrap Metal,Transfer station
TARMAL WIRE PRODUCTS LIMITED,OLUKOHE2000@YAHOO.COM,RABAI SUB-COUNTY,Kilifi,39.550456,-3.969636,"LR .NO.478 & 479, MAZERAS, KILIFI COUNTY",P.O BOX 81292 - 80100 MOMBASA,Scrap Metal,Recycling
IMARA STEEL MILLS LIMITED,cathyndungu31@gmail.com,KAJIADO,Kajiado,"36 DEGREES 52' 1"" E","1 degrees 39' 49"" S",LR.NO.30162 KAJIADO KAPUTEI NORTH ISINYA AREA,P.O BOX 73097-00200 NAIROBI,Scrap Metal,Recycling
FONTANA LIMITED,mau.hr@fontana.co.ke,NJORO,Nakuru,35.946346,-0.398632,NJORO,15688-20100,Organic Waste,Compost
HOMELAND METAL WORKS LIMITED,OLUKOHE2000@YAHOO.COM,CHANGAMWE SUB -COUNTY,Mombasa,39.618625,-4.027389,"LR NO.V/MN/977, BOMU, MAGONGO ROAD ,",P.O BOX 95053 - 80100 MOMBASA,Scrap Metal,Transfer Station/Storage Yard
MOREFLOW ENTERPRISES,jose.mwendo@yahoo.com,Kwale,Kwale,39.492635,-4.029657,PLOT NOS. 1678 & 1679 SITUATED AT GANDINI IN KWALE COUNTY,P.O. BOX 93280 – 80102 MOMBASA,Asbestos,Land fill
KINONDO KWETU HOSPITAL,kinondoclinic4@gmail.com,KINONDO DIANI,Kwale,39.2741,4.9892,"LR NO KWALE/ RAMISI PHASE 11/1115, KWALE COUNTY.",P.O BOX 5445-80401 DIANI,Paper,Incinerator
Hydro Water Well (Kenya) Limited,chirchirkevin601@gmail.com,Juja,Kiambu,36.5942E,1.0500S,Juja,"P.o Box 38720-00600, Nairobi",Aluminium Scrap,Recycling
MWEMA STEEL & COMPANY LIMITED,nickmaingi1978@gmail.com,STAREHE,Nairobi,36.853521,-1.313899,"JUNCTION -ENTERPRISE/LIKONI ROAD, NAIROBI.","P.O. BOX 13999 - 00800,
NAIROBI",Scrap Metal & Used Batteries,Transfer Station/Storage Yard
KWAHLE DEALERS ENTERPRISE LIMITED,kwahledealersltd@gmail.com,EMBAKASI,Nairobi,6.8590725,-1.3169829,MUKURU KWA REUBEN,"P.O.BOX 17837-00500.
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
Royal Engineering and Construction Co. Ltd,royaleconltd@gmail.com,Nairobi,Nairobi,36.846277,-1.2915455,Nairobi,"P.O. Box 78423-00207, Nairobi",Scrap Metal,Transfer station
IRON ART LTD,ironartltd@gmail.com,NAIROBI,Nairobi,36.892606,-1.337687,B1 KAYSALT INDUSTRIAL PARK,P.O BOX 27535 - 00506,Scrap Metal,Transfer Station/Storage Yard
KWAHLE SCRAP DEALERS LIMITED,kwahledealersltd@gmail.com,EMBAKASI,Nairobi,105,30,MUKURU KWA REUBEN,"P.O.BOX 17837 00500, NAIROBI",Scrap Metal & Used Batteries,Transfer Station/Storage Yard
JONWAM SCRAP METAL,berlconsult2013@gmail.com,NJIRU DISTRICT,Nairobi,"36°54'30.2""E","1°16'41.2""S",PLOT L. R. NO: 1-03,P. O. BOX 32059-00600 NAIROBI,Scrap Metal,Transfer Station/Storage Yard
ziwani scrap metal dealer,SAMSONMWANGI404@GMAIL.COM,STAREHE,Nairobi,NIL,NIL,ziwani/kariokor,nairobi,Scrap Metal,Recycling
ziwani scrap metal dealer,SAMSONMWANGI404@GMAIL.COM,STAREHE,Nairobi,NIL,NIL,ziwani/kariokor,nairobi,Scrap Metal/Plastic Waste,Transfer station
JAFAJO ENTERPRISES,japhetkiura32@gmail.com,Meru South District,Tharaka-Nithi,37.6457406,-0.3400626,"None None , Opposite National Oil, Naka Rd, Tharaka Nithi County","None None, Opposite National Oil, Naka Rd, Box 36-60400, Chuka",Scrap Metal/Plastic Waste,Transfer station
GASTHON MELAU SCRAP METALS,envirolinkconsult@gmail.com,NAIROBI,Nairobi,36.897208,-1.210923,ZIMMERMAN,P.O BOX 586 - 00618 NAIROBI,Scrap Metal/Plastic Waste,Transfer Station/Storage Yard
KALEB ADAMBA ONGOKU,ogoku2030@gmail.com,EMBAKASI DISTRICT,Nairobi,DONHOLM,EMBAKSI EAST,EMBAKASI,P.O.BOX 678-00518 NAIROBI,Scrap metal/Paper/Polythene,Transfer Station/Storage Yard
JULIUS NJORA GATHUNGU,JANENJORA680@GMAIL.COM,WEBUYE,Bungoma,"34.46'44.84""","0.36'1.09""N",WEBUYE,P.O BOX 696-50205 WEBUYE,Scrap Metal/Plastic Waste,Transfer Station/Storage Yard
JOHN KAMAU KAHANGI,BETH@GMAIL.COM,BUNGOMA,Bungoma,34.559704,0.557556,MPELI- BUNGOMA,P.O BOX 111-50200,Scrap Metal,Transfer Station/Storage Yard
SEAHORSE ENERGY LIMITED,info@envasses.org,MOMBASA DISTRICT,Mombasa,39°39’09.41’’East,4°02’40.82’’South,SHIMANZI,P.O. BOX 89990-80100,Used Oil/Sludge,Transfer station
REYDEM COMPANY LIMITED,assesconservices@gmail.com,SUNA WEST,Migori,"34°28'15.26""E","1° 4'12.71""S","MIGORI TOWN, SUNA JUAKALI, BLOCK D ROOM 1","P.O. BOX 10-40400
SUNA",Scrap Metal,Transfer Station/Storage Yard
RAYDEM COMPANY LIMITED,assesconservices@gmail.com,SUNA WEST,Migori,"34°28'15.26""E","1° 4'12.71""S","MIGORI TOWN, SUNA JUAKALI, BLOCK D ROOM 1","P.O. BOX 10-40400
SUNA",Scrap Metal,Transfer Station/Storage Yard
METROPET SUPPLIES LIMITED,METROPETROSUPPLIES@GMAIL.COM,MARIAKANI,Kilifi,"39°29'35.27""E","3°52'57.30""S,",PLOT NO KLF/KADZONZO/MADZIMBANI/452,METROPET SUPPLIES LIMITED P.O.BOX 323-00507 NAIROBI,Used Oil/Sludge,Transfer Station/Storage Yard
PEGTON SCRAP METAL DEALERS,davidngonge@yahoo.com,Nairobi,Nairobi,"36°59'6.890145""E",": 1°16'38.28567""S",Plot no. 36/VII/136 Waudo Street Eastleigh Section III,"P.O BOX 69451-00100
NAIROBI",Scrap Metal,Transfer station
SYMBIOTIC VENTURES LIMITED,mosesmaina166@gmail.com;,NAIROBI,Nairobi,36.88141,-1.25665,KARIOBANGI NORTH OFF KAMUNGE ROAD,"KARIOBANGI NORTH KAMUNGE ROAD
P.O BOX 6591,KAMUKUNJI",Plastic Waste,Transfer Station/Storage Yard
MAGWAC ENTERPRISE LIMITED,shikoriretom@gmail.com,Kariobangi North,Nairobi,36.881742,-1.256358,"KARIOBANGI NORTH LIGHT INDUSTRY AREA, PLOT NUMBER 193, OFF KAMUNDE ROAD","PO Box 97
THIKA",Scrap Metal,Transfer Station/Storage Yard
WILWAR METAL AND TRANSPORTERS,shanificonsys@gmail.com,KARIOBANGI,Nairobi,-,-,KARIABANGI LIGHT INDUSTRY OFF CARDINAL OTUNGA ROAD,"P.O BOX 4219-00506
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
PEGTON SCRAP METAL DEALERS,johnmo_maina@yahoo.com,Nairobi,Nairobi,"36°51'4.60145""E","1°19'58.23567""S",Plot no. 36/VII/136 Waudo Street,P.O Box 69451-00400 NAIROBI,Scrap Metal,Transfer station
LOWAK SUPPLIES LTD,shanificonsys@gmail.com,KAYOLE EMBAKASI EAST,Nairobi,36.921869,1.2589366,situated along police line off through Kayole Junction on plot Cp 10 Nairobi county.,"P.O. BOX 24968-00100
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
LINSA INVESTMENT LTD,obaraben@gmail.com,NAKURU WEST SUBCOUNTY,Nakuru,360 3'10.98''E,00 17'16.06'' S,NAKURU WEST SUBCOUNTY,P.O BOX 2076-20100 NAKURU,Scrap Metal,Transfer Station/Storage Yard
PAGICURE ENTERPRISES,belexaconsultants@gmail.com,KURESOI NORTH SUBCOUNTY,Nakuru,350 41'43.84''E,00 9'37.10'' S,KURESOI NORTH SUBCOUNTY,P.O BOX 536- 20106 MOLO,Scrap Metal,Transfer Station/Storage Yard
DANTEZ METAL DEALERS,belexaconsultants@gmail.com,NAKURU EAST SUBCOUNTY,Nakuru,360 4'28.75''E,00 18'6.04''S,NAKURU EAST SUBCOUNTY,P.O BOX 17625-20100 NAKURU,Scrap Metal,Transfer Station/Storage Yard
MAGGY ENTERPRISES,belexaconsultants@gmail.com,NAKURU EAST SUBCOUNTY,Nakuru,360 6'59.79''E,00 17'32.55''S,NAKURU EAST SUBCOUNTY,P.O BOX 3044-20100 NAKURU,Scrap Metal,Transfer Station/Storage Yard
HILTON STEEL AND CEMENT CENTER LIMITED,belexaconsultants@gmail.com,NAKURU WEST SUBCOUNTY,Nakuru,360 2'57.62''E,00 17'9.97'' S,NAKURU WEST SUBCOUNTY,P.O BOX 3404-20100 NAKURU,Scrap Metal,Transfer Station/Storage Yard
BETATRAD KENYA LIMITED,info@betatrad.co.ke,EMBAKASI EAST,Nairobi,36.90711,-1.31624,"LRNO. 9363/1007, NAIROBI COUNTY","MALIRO MAPS INDUSTRIAL PARK EASTERN BYPASS, NAIROBI P.O BOX 56671-00200 NAIROBI KENYA",Plastic Waste,Recycling
TARUA SCRAP METAL DEALERS LTD,ardhicareltd@gmail.com,MAKONGENI,Nairobi,36 degrees 51'16.5E,1 degree 17'55.1,MAKONGENI PLOT NO 209/6829,10911-00100,Scrap Metal,Recycling
ZILAC WASTES,belexaconsultants@gmail.com,NAIVASHA SUBCOUNTY,Nakuru,36.433201,-0.712383,NAIVASHA,"P.O BOX 1030-20117 , NAIVASHA",Scrap Metal,Transfer Station/Storage Yard
